Nom du port,Nom du Navire,Voyage,Voyage local,Service,ETA,ETD,Terminal,Date limite de livraison au port,Date limite Remise doc,Import
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/08/2020 03:00,07/08/2020 04:00,O.M.M.P. SFAX,04/08/2020 15:00,--,conteneurs tonnage:6025/cereales:12225
"sfax",NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,08/08/2020 00:00,11/08/2020 00:00,O.M.M.P. SFAX,06/08/2020 12:00,--,cereales:13450/varac liquide:548
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/08/2020 03:00,14/08/2020 04:00,O.M.M.P. SFAX,11/08/2020 15:00,--,varac solide:3300/conteneurs tonnage:150
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/08/2020 03:00,01/09/2020 17:00,O.M.M.P. SFAX,26/08/2020 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/09/2020 03:00,07/09/2020 04:00,O.M.M.P. SFAX,04/09/2020 15:00,--,cereales:12225/conteneurs nombre EVP:300
"sfax",WILHELMINE,0WE0AN1MA,,Westmed Service,25/08/2020 19:00,28/08/2020 19:00,O.M.M.P. SFAX,24/08/2020 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/08/2020 03:00,29/08/2020 04:00,O.M.M.P. SFAX,26/08/2020 15:00,--,cereales:5400/Hydrocarbures:5163
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/08/2020 09:00,01/09/2020 22:00,O.M.M.P. SFAX,26/08/2020 21:00,--,varac liquide:1058 /varac solide:5040
"sfax",FAS DAMMAM,1RSCDS1MA,,MALTA TS E,04/09/2020 06:00,06/09/2020 18:00,O.M.M.P. SFAX,02/09/2020 18:00,--,varac solide:3040/cereales:7400
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/09/2020 03:00,07/09/2020 04:00,O.M.M.P. SFAX,04/09/2020 15:00,--,cereales:6860/conteneurs tonnage:390
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/08/2020 03:00,29/08/2020 04:00,O.M.M.P. SFAX,26/08/2020 15:00,--,varac solide:5120/
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/08/2020 04:00,01/09/2020 17:00,O.M.M.P. SFAX,26/08/2020 16:00,--,cereales:2860/
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/09/2020 03:00,07/09/2020 04:00,O.M.M.P. SFAX,04/09/2020 15:00,--,varac solide:2500/conteneurs tonnage:750
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/09/2020 03:00,07/09/2020 04:00,O.M.M.P. SFAX,04/09/2020 15:00,--,conteneurs nombre EVP:290
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/09/2020 21:00,11/09/2020 10:00,O.M.M.P. SFAX,07/09/2020 09:00,--,varac liquide:3058/conteneurs tonnage:350
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/09/2020 03:00,14/09/2020 04:00,O.M.M.P. SFAX,11/09/2020 15:00,--,cereales:8830/conteneurs nombre EVP:250
"sfax",CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,14/09/2020 10:30,17/09/2020 10:30,O.M.M.P. SFAX,12/09/2020 22:30,--,conteneurs nombre EVP:300
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/09/2020 21:00,11/09/2020 10:00,O.M.M.P. SFAX,07/09/2020 09:00,--,varac solide:5066/varac liquide:702
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/09/2020 03:00,14/09/2020 04:00,O.M.M.P. SFAX,11/09/2020 15:00,--,conteneurs nombre EVP:780/cereales:9225
"sfax",CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,14/09/2020 10:30,17/09/2020 10:30,O.M.M.P. SFAX,12/09/2020 22:30,--,varac solide:1055/Hydrocarbures:7036
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/09/2020 03:00,07/09/2020 04:00,O.M.M.P. SFAX,04/09/2020 15:00,--,conteneurs tonnage:6025/cereales:12225
"sfax",NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,08/09/2020 00:00,11/09/2020 00:00,O.M.M.P. SFAX,06/09/2020 12:00,--,cereales:13450/varac liquide:548
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/09/2020 03:00,14/09/2020 04:00,O.M.M.P. SFAX,11/09/2020 15:00,--,varac solide:3300/conteneurs tonnage:150
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/09/2020 03:00,01/10/2020 17:00,O.M.M.P. SFAX,26/09/2020 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/10/2020 03:00,07/10/2020 04:00,O.M.M.P. SFAX,04/10/2020 15:00,--,cereales:12225/conteneurs nombre EVP:300
"sfax",WILHELMINE,0WE0AN1MA,,Westmed Service,25/09/2020 19:00,28/09/2020 19:00,O.M.M.P. SFAX,24/09/2020 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/09/2020 03:00,29/09/2020 04:00,O.M.M.P. SFAX,26/09/2020 15:00,--,cereales:5400/Hydrocarbures:5163
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/09/2020 09:00,01/10/2020 22:00,O.M.M.P. SFAX,26/09/2020 21:00,--,varac liquide:1058 /varac solide:5040
"sfax",FAS DAMMAM,1RSCDS1MA,,MALTA TS E,04/10/2020 06:00,06/10/2020 18:00,O.M.M.P. SFAX,02/10/2020 18:00,--,varac solide:3040/cereales:7400
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/10/2020 03:00,07/10/2020 04:00,O.M.M.P. SFAX,04/10/2020 15:00,--,cereales:6860/conteneurs tonnage:390
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/09/2020 03:00,29/09/2020 04:00,O.M.M.P. SFAX,26/09/2020 15:00,--,varac solide:5120/
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/09/2020 04:00,01/10/2020 17:00,O.M.M.P. SFAX,26/09/2020 16:00,--,cereales:2860/
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/10/2020 03:00,07/10/2020 04:00,O.M.M.P. SFAX,04/10/2020 15:00,--,varac solide:2500/conteneurs tonnage:750
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/10/2020 03:00,07/10/2020 04:00,O.M.M.P. SFAX,04/10/2020 15:00,--,conteneurs nombre EVP:290
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/10/2020 21:00,11/10/2020 10:00,O.M.M.P. SFAX,07/10/2020 09:00,--,varac liquide:3058/conteneurs tonnage:350
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/10/2020 03:00,14/10/2020 04:00,O.M.M.P. SFAX,11/10/2020 15:00,--,cereales:8830/conteneurs nombre EVP:250
"sfax",CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,14/10/2020 10:30,17/10/2020 10:30,O.M.M.P. SFAX,12/10/2020 22:30,--,conteneurs nombre EVP:300
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/10/2020 21:00,11/10/2020 10:00,O.M.M.P. SFAX,07/10/2020 09:00,--,varac solide:5066/varac liquide:702
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/10/2020 03:00,14/10/2020 04:00,O.M.M.P. SFAX,11/10/2020 15:00,--,conteneurs nombre EVP:780/cereales:9225
"sfax",CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,14/10/2020 10:30,17/10/2020 10:30,O.M.M.P. SFAX,12/10/2020 22:30,--,varac solide:1055/Hydrocarbures:7036
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/10/2020 03:00,07/10/2020 04:00,O.M.M.P. SFAX,04/10/2020 15:00,--,conteneurs tonnage:6025/cereales:12225
"sfax",NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,08/10/2020 00:00,11/10/2020 00:00,O.M.M.P. SFAX,06/10/2020 12:00,--,cereales:13450/varac liquide:548
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/10/2020 03:00,14/10/2020 04:00,O.M.M.P. SFAX,11/10/2020 15:00,--,varac solide:3300/conteneurs tonnage:150
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/10/2020 03:00,01/11/2020 17:00,O.M.M.P. SFAX,26/10/2020 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/11/2020 03:00,07/11/2020 04:00,O.M.M.P. SFAX,04/11/2020 15:00,--,cereales:12225/conteneurs nombre EVP:300
"sfax",WILHELMINE,0WE0AN1MA,,Westmed Service,25/10/2020 19:00,28/10/2020 19:00,O.M.M.P. SFAX,24/10/2020 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/10/2020 03:00,29/10/2020 04:00,O.M.M.P. SFAX,26/10/2020 15:00,--,cereales:5400/Hydrocarbures:5163
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/10/2020 09:00,01/11/2020 22:00,O.M.M.P. SFAX,26/10/2020 21:00,--,varac liquide:1058 /varac solide:5040
"sfax",FAS DAMMAM,1RSCDS1MA,,MALTA TS E,04/11/2020 06:00,06/11/2020 18:00,O.M.M.P. SFAX,02/11/2020 18:00,--,varac solide:3040/cereales:7400
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/11/2020 03:00,07/11/2020 04:00,O.M.M.P. SFAX,04/11/2020 15:00,--,cereales:6860/conteneurs tonnage:390
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/10/2020 03:00,29/10/2020 04:00,O.M.M.P. SFAX,26/10/2020 15:00,--,varac solide:5120/
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/10/2020 04:00,01/11/2020 17:00,O.M.M.P. SFAX,26/10/2020 16:00,--,cereales:2860/
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/11/2020 03:00,07/11/2020 04:00,O.M.M.P. SFAX,04/11/2020 15:00,--,varac solide:2500/conteneurs tonnage:750
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/11/2020 03:00,07/11/2020 04:00,O.M.M.P. SFAX,04/11/2020 15:00,--,conteneurs nombre EVP:290
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/11/2020 21:00,11/11/2020 10:00,O.M.M.P. SFAX,07/11/2020 09:00,--,varac liquide:3058/conteneurs tonnage:350
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/11/2020 03:00,14/11/2020 04:00,O.M.M.P. SFAX,11/11/2020 15:00,--,cereales:8830/conteneurs nombre EVP:250
"sfax",CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,14/11/2020 10:30,17/11/2020 10:30,O.M.M.P. SFAX,12/11/2020 22:30,--,conteneurs nombre EVP:300
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/11/2020 21:00,11/11/2020 10:00,O.M.M.P. SFAX,07/11/2020 09:00,--,varac solide:5066/varac liquide:702
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/11/2020 03:00,14/11/2020 04:00,O.M.M.P. SFAX,11/11/2020 15:00,--,conteneurs nombre EVP:780/cereales:9225
"sfax",CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,14/11/2020 10:30,17/11/2020 10:30,O.M.M.P. SFAX,12/11/2020 22:30,--,varac solide:1055/Hydrocarbures:7036
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/11/2020 03:00,07/11/2020 04:00,O.M.M.P. SFAX,04/11/2020 15:00,--,conteneurs tonnage:6025/cereales:12225
"sfax",NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,08/11/2020 00:00,11/11/2020 00:00,O.M.M.P. SFAX,06/11/2020 12:00,--,cereales:13450/varac liquide:548
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/11/2020 03:00,14/11/2020 04:00,O.M.M.P. SFAX,11/11/2020 15:00,--,varac solide:3300/conteneurs tonnage:150
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/11/2020 03:00,01/12/2020 17:00,O.M.M.P. SFAX,26/11/2020 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/12/2020 03:00,07/12/2020 04:00,O.M.M.P. SFAX,04/12/2020 15:00,--,cereales:12225/conteneurs nombre EVP:300
"sfax",WILHELMINE,0WE0AN1MA,,Westmed Service,25/11/2020 19:00,28/11/2020 19:00,O.M.M.P. SFAX,24/11/2020 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/11/2020 03:00,29/11/2020 04:00,O.M.M.P. SFAX,26/11/2020 15:00,--,cereales:5400/Hydrocarbures:5163
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/11/2020 09:00,01/12/2020 22:00,O.M.M.P. SFAX,26/11/2020 21:00,--,varac liquide:1058 /varac solide:5040
"sfax",FAS DAMMAM,1RSCDS1MA,,MALTA TS E,04/12/2020 06:00,06/12/2020 18:00,O.M.M.P. SFAX,02/12/2020 18:00,--,varac solide:3040/cereales:7400
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/12/2020 03:00,07/12/2020 04:00,O.M.M.P. SFAX,04/12/2020 15:00,--,cereales:6860/conteneurs tonnage:390
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/11/2020 03:00,29/11/2020 04:00,O.M.M.P. SFAX,26/11/2020 15:00,--,varac solide:5120/
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/11/2020 04:00,01/12/2020 17:00,O.M.M.P. SFAX,26/11/2020 16:00,--,cereales:2860/
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/12/2020 03:00,07/12/2020 04:00,O.M.M.P. SFAX,04/12/2020 15:00,--,varac solide:2500/conteneurs tonnage:750
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/12/2020 03:00,07/12/2020 04:00,O.M.M.P. SFAX,04/12/2020 15:00,--,conteneurs nombre EVP:290
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/12/2020 21:00,11/12/2020 10:00,O.M.M.P. SFAX,07/12/2020 09:00,--,varac liquide:3058/conteneurs tonnage:350
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/12/2020 03:00,14/12/2020 04:00,O.M.M.P. SFAX,11/12/2020 15:00,--,cereales:8830/conteneurs nombre EVP:250
"sfax",CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,14/12/2020 10:30,17/12/2020 10:30,O.M.M.P. SFAX,12/12/2020 22:30,--,conteneurs nombre EVP:300
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/12/2020 21:00,11/12/2020 10:00,O.M.M.P. SFAX,07/12/2020 09:00,--,varac solide:5066/varac liquide:702
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/12/2020 03:00,14/12/2020 04:00,O.M.M.P. SFAX,11/12/2020 15:00,--,conteneurs nombre EVP:780/cereales:9225
"sfax",CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,14/12/2020 10:30,17/12/2020 10:30,O.M.M.P. SFAX,12/12/2020 22:30,--,varac solide:1055/Hydrocarbures:7036
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/12/2020 03:00,07/12/2020 04:00,O.M.M.P. SFAX,04/12/2020 15:00,--,conteneurs tonnage:6025/cereales:12225
"sfax",NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,08/12/2020 00:00,11/12/2020 00:00,O.M.M.P. SFAX,06/12/2020 12:00,--,cereales:13450/varac liquide:548
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/12/2020 03:00,14/12/2020 04:00,O.M.M.P. SFAX,11/12/2020 15:00,--,varac solide:3300/conteneurs tonnage:150
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/12/2020 03:00,01/01/2020 17:00,O.M.M.P. SFAX,26/12/2020 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/01/2020 03:00,07/01/2020 04:00,O.M.M.P. SFAX,04/01/2020 15:00,--,cereales:12225/conteneurs nombre EVP:300
"sfax",WILHELMINE,0WE0AN1MA,,Westmed Service,25/12/2020 19:00,28/12/2020 19:00,O.M.M.P. SFAX,24/12/2020 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/12/2020 03:00,29/12/2020 04:00,O.M.M.P. SFAX,26/12/2020 15:00,--,cereales:5400/Hydrocarbures:5163
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/12/2020 09:00,01/01/2020 22:00,O.M.M.P. SFAX,26/12/2020 21:00,--,varac liquide:1058 /varac solide:5040
"sfax",FAS DAMMAM,1RSCDS1MA,,MALTA TS E,04/01/2020 06:00,06/01/2020 18:00,O.M.M.P. SFAX,02/01/2020 18:00,--,varac solide:3040/cereales:7400
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/01/2020 03:00,07/01/2020 04:00,O.M.M.P. SFAX,04/01/2020 15:00,--,cereales:6860/conteneurs tonnage:390
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/12/2020 03:00,29/12/2020 04:00,O.M.M.P. SFAX,26/12/2020 15:00,--,varac solide:5120/
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/12/2020 04:00,01/01/2020 17:00,O.M.M.P. SFAX,26/12/2020 16:00,--,cereales:2860/
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/01/2020 03:00,07/01/2020 04:00,O.M.M.P. SFAX,04/01/2020 15:00,--,varac solide:2500/conteneurs tonnage:750
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/01/2020 03:00,07/01/2020 04:00,O.M.M.P. SFAX,04/01/2020 15:00,--,conteneurs nombre EVP:290
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/01/2020 21:00,11/01/2020 10:00,O.M.M.P. SFAX,07/01/2020 09:00,--,varac liquide:3058/conteneurs tonnage:350
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/01/2020 03:00,14/01/2020 04:00,O.M.M.P. SFAX,11/01/2020 15:00,--,cereales:8830/conteneurs nombre EVP:250
"sfax",CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,14/01/2020 10:30,17/01/2020 10:30,O.M.M.P. SFAX,12/01/2020 22:30,--,conteneurs nombre EVP:300
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/01/2020 21:00,11/01/2020 10:00,O.M.M.P. SFAX,07/01/2020 09:00,--,varac solide:5066/varac liquide:702
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/01/2020 03:00,14/01/2020 04:00,O.M.M.P. SFAX,11/01/2020 15:00,--,conteneurs nombre EVP:780/cereales:9225
"sfax",CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,14/01/2020 10:30,17/01/2020 10:30,O.M.M.P. SFAX,12/01/2020 22:30,--,varac solide:1055/Hydrocarbures:7036
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/01/2020 03:00,07/01/2020 04:00,O.M.M.P. SFAX,04/01/2020 15:00,--,conteneurs tonnage:6025/cereales:12225
"sfax",NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,08/01/2020 00:00,11/01/2020 00:00,O.M.M.P. SFAX,06/01/2020 12:00,--,cereales:13450/varac liquide:548
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/01/2020 03:00,14/01/2020 04:00,O.M.M.P. SFAX,11/01/2020 15:00,--,varac solide:3300/conteneurs tonnage:150
Nom du port,Nom du Navire,Voyage,Voyage local,Service,ETA,ETD,Terminal,Date limite de livraison au port,Date limite Remise doc,Import
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/02/2019 03:00,01/03/2019 17:00,O.M.M.P. SFAX,26/02/2019 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/03/2019 03:00,07/03/2019 04:00,O.M.M.P. SFAX,04/03/2019 15:00,--,cereales:12225/conteneurs nombre EVP:450
"sfax",WILHELMINE,0WE0AN1MA,,Westmed Service,25/02/2019 19:00,28/02/2019 19:00,O.M.M.P. SFAX,24/02/2019 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/02/2019 03:00,29/02/2019 04:00,O.M.M.P. SFAX,26/02/2019 15:00,--,cereales:5400/Hydrocarbures:5163
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/02/2019 09:00,01/03/2019 22:00,O.M.M.P. SFAX,26/02/2019 21:00,--,varac liquide:1058 /varac solide:5040
"sfax",FAS DAMMAM,1RSCDS1MA,,MALTA TS E,04/03/2019 06:00,06/03/2019 18:00,O.M.M.P. SFAX,02/03/2019 18:00,--,varac solide:3040/cereales:7680
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/03/2019 03:00,07/03/2019 04:00,O.M.M.P. SFAX,04/03/2019 15:00,--,cereales:6860/conteneurs tonnage:390
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/02/2019 03:00,29/02/2019 04:00,O.M.M.P. SFAX,26/02/2019 15:00,--,varac solide:5120/
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/02/2019 04:00,01/03/2019 17:00,O.M.M.P. SFAX,26/02/2019 16:00,--,cereales:2860/voitures:2900
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/03/2019 03:00,07/03/2019 04:00,O.M.M.P. SFAX,04/03/2019 15:00,--,varac solide:4000/conteneurs tonnage:750
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/03/2019 03:00,07/03/2019 04:00,O.M.M.P. SFAX,04/03/2019 15:00,--,conteneurs nombre EVP:260
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/03/2019 21:00,11/03/2019 10:00,O.M.M.P. SFAX,07/03/2019 09:00,--,varac liquide:3058/conteneurs tonnage:480
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/03/2019 03:00,14/03/2019 04:00,O.M.M.P. SFAX,11/03/2019 15:00,--,cereales:8830/conteneurs nombre EVP:400
"sfax",CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,14/03/2019 10:30,17/03/2019 10:30,O.M.M.P. SFAX,12/03/2019 22:30,--,conteneurs nombre EVP:400
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/03/2019 21:00,11/03/2019 10:00,O.M.M.P. SFAX,07/03/2019 09:00,--,varac solide:5066/varac liquide:702
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/03/2019 03:00,14/03/2019 04:00,O.M.M.P. SFAX,11/03/2019 15:00,--,conteneurs nombre EVP:780/cereales:9225
"sfax",CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,14/03/2019 10:30,17/03/2019 10:30,O.M.M.P. SFAX,12/03/2019 22:30,--,varac solide:1055/Hydrocarbures:7036
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/03/2019 03:00,07/03/2019 04:00,O.M.M.P. SFAX,04/03/2019 15:00,--,conteneurs tonnage:6025/cereales:12225
"sfax",NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,08/03/2019 00:00,11/03/2019 00:00,O.M.M.P. SFAX,06/03/2019 12:00,--,cereales:13450/varac liquide:548
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/03/2019 03:00,14/03/2019 04:00,O.M.M.P. SFAX,11/03/2019 15:00,--,varac solide:3400/conteneurs tonnage:150
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/01/2019 03:00,01/02/2019 17:00,O.M.M.P. SFAX,26/01/2019 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/02/2019 03:00,07/02/2019 04:00,O.M.M.P. SFAX,04/02/2019 15:00,--,cereales:12225/conteneurs nombre EVP:400
"sfax",WILHELMINE,0WE0AN1MA,,Westmed Service,25/01/2019 19:00,28/01/2019 19:00,O.M.M.P. SFAX,24/01/2019 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/01/2019 03:00,29/01/2019 04:00,O.M.M.P. SFAX,26/01/2019 15:00,--,cereales:5400/Hydrocarbures:5163
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/01/2019 09:00,01/02/2019 22:00,O.M.M.P. SFAX,26/01/2019 21:00,--,varac liquide:1058 /varac solide:5040
"sfax",FAS DAMMAM,1RSCDS1MA,,MALTA TS E,04/02/2019 06:00,06/02/2019 18:00,O.M.M.P. SFAX,02/02/2019 18:00,--,varac solide:3040/cereales:7680
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/02/2019 03:00,07/02/2019 04:00,O.M.M.P. SFAX,04/02/2019 15:00,--,cereales:6860/conteneurs tonnage:390
"sfax",NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,28/01/2019 03:00,29/01/2019 04:00,O.M.M.P. SFAX,26/01/2019 15:00,--,varac solide:5120/
"sfax",FAS DAMMAM,1RSC3N1MA,,MALTA TS E,28/01/2019 04:00,01/02/2019 17:00,O.M.M.P. SFAX,26/01/2019 16:00,--,cereales:2860/
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/02/2019 03:00,07/02/2019 04:00,O.M.M.P. SFAX,04/02/2019 15:00,--,varac solide:4000/conteneurs tonnage:750
"sfax",NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,06/02/2019 03:00,07/02/2019 04:00,O.M.M.P. SFAX,04/02/2019 15:00,--,conteneurs nombre EVP:290
"sfax",JANINA,1RSD1N1MA,,MALTA TS E,08/02/2019 21:00,11/02/2019 10:00,O.M.M.P. SFAX,07/02/2019 09:00,--,varac liquide:3058/conteneurs tonnage:480
"sfax",NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,13/02/2019 03:00,14/02/2019 04:00,O.M.M.P. SFAX,11/02/2019 15:00,--,cereales:8830/conteneurs nombre EVP:400
"sfax",CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,14/02/2019 10:30,17/02/2019 10:30,O.M.M.P. SFAX,12/02/2019 22:30,--,conteneurs nombre EVP:400
